?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/CHEBI_25693>		
<http://purl.obolibrary.org/obo/PHIPO_0000160>	"A single species phenotype which affects the pathogen's ability to penetrate a given experimental substance/membrane in an in vitro assay."	
<http://purl.obolibrary.org/obo/PHIPO_0000550>	"A growth phenotype which describes the resistance of individuals or populations after exposure to ampicillin. Typically, organisms are deemed resistant to a chemical if they survive at a concentration of the chemical that does not allow wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/PHIPO_0000527>	"A growth phenotype which describes the resistance of individuals or populations after exposure to enrofloxacin. Typically, organisms are deemed resistant to a chemical if they survive at a concentration of the chemical that does not allow wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/CHEBI_623918>	"A uridine-based nucleoside-peptide antibiotic which inhibits fungal chitin biosynthesis by inhibiting chitin synthase."	"PMID:10888330 PMID:22203603 PMID:19930628 PMID:12205060 CAS:59456-70-1 PMID:20931236 PMID:1992114 Reaxys:4303204 PMID:12729648"
<http://purl.obolibrary.org/obo/GO_1904375>	"Any process that modulates the frequency, rate or extent of protein localization to cell periphery."	
<http://purl.obolibrary.org/obo/GO_0006553>	"The chemical reactions and pathways involving lysine, 2,6-diaminohexanoic acid."	"Wikipedia:Lysine"
<http://purl.obolibrary.org/obo/CHEBI_77318>	"An agonist that selectively binds to and activates a pregnane X receptor."	"Wikipedia:Pregnane_X_receptor"
<http://purl.obolibrary.org/obo/GO_0043143>	"Any process in which proteins and protein complexes involved in translation are transported to, or maintained in, a specific location."	
<http://purl.obolibrary.org/obo/CHEBI_17634>	"A glucose with D-configuration."	"CAS:50-99-7"
<http://purl.obolibrary.org/obo/PHIPO_0000070>	"A single species individual organism phenotype where the accumulation of coloring matter in a sexual spore cell is altered."	
<http://purl.obolibrary.org/obo/PHIPO_0000170>		
<http://purl.obolibrary.org/obo/PHIPO_0001436>	"A growth phenotype which describes the absence of change of individuals or populations after exposure to caspofungin (i.e. indistinguishable from wild type)."	
<http://purl.obolibrary.org/obo/CHEBI_33242>		
<http://purl.obolibrary.org/obo/CHEBI_36820>	"Two or more cyclic systems (single rings or fused systems) which are directly joined to each other by double or single bonds are named ring assemblies when the number of such direct ring junctions is one less than the number of cyclic systems involved."	
<http://purl.obolibrary.org/obo/PHIPO_0001353>	"A growth phenotype which describes the resistance of individuals or populations after exposure to prothioconazole. Typically, organisms are deemed resistant to a chemical if they survive at a concentration of the chemical that does not allow wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/CHEBI_26776>	"Any olefinic compound characterised by a 1,2-diphenylethylene backbone."	
<http://purl.obolibrary.org/obo/PATO_0001650>	"A resistance to a stimulus which is relatively high."	
<http://purl.obolibrary.org/obo/CHEBI_87068>	"Any imidazole antifungal agent that has been used as a fungicide."	
<http://purl.obolibrary.org/obo/PHIPO_0000723>	"A growth phenotype which describes the sensitivity of individuals or populations after exposure to pyrazinecarboxamide. Typically, organisms are deemed sensitive to a chemical if they stop growing (and may die) at a concentration of the chemical that allows wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/CHEBI_16646>	"Any member of the class of organooxygen compounds that is a polyhydroxy-aldehyde or -ketone or a lactol resulting from their intramolecular condensation (monosaccharides); substances derived from these by reduction of the carbonyl group (alditols), by oxidation of one or more hydroxy groups to afford the corresponding aldehydes, ketones, or carboxylic acids, or by replacement of one or more hydroxy group(s) by a hydrogen atom; and polymeric products arising by intermolecular acetal formation between two or more such molecules (disaccharides, polysaccharides and oligosaccharides). Carbohydrates contain only carbon, hydrogen and oxygen atoms; prior to any oxidation or reduction, most have the empirical formula Cm(H2O)n. Compounds obtained from carbohydrates by substitution, etc., are known as carbohydrate derivatives and may contain other elements. Cyclitols are generally not regarded as carbohydrates."	"Wikipedia:Carbohydrate"
<http://purl.obolibrary.org/obo/CHEBI_17203>	"Pyrrolidine in which the pro-S hydrogen at position 2 is substituted by a carboxylic acid group. L-Proline is the only one of the twenty DNA-encoded amino acids which has a secondary amino group alpha to the carboxyl group. It is an essential component of collagen and is important for proper functioning of joints and tendons. It also helps maintain and strengthen heart muscles."	"CAS:147-85-3 PMID:22491679 HMDB:HMDB0000162 Wikipedia:L-proline KNApSAcK:C00001388 PMID:19215998 PMID:18802692 PMID:16657874 PMID:15894682 PDBeChem:PRO PMID:17608428 PMID:22201772 KEGG:D00035 PMID:18551589 PMID:16501220 PMID:22139509 PMID:15838615 PMID:11076505 PMID:12770004 Reaxys:80810 PMID:17127472 PMID:15576824 PMID:16656443 PMID:22770225 DrugBank:DB00172 PMID:19656302 PMID:22475019 PMID:19580280 KEGG:C00148 Gmelin:50152 PMID:16033917 PMID:22482728 PMID:19688381 PMID:16668324 PMID:14975886 PMID:19811425 MetaCyc:PRO PMID:16190672 PMID:15973048 PMID:18973300 PMID:22451406 Drug_Central:4125"
<http://purl.obolibrary.org/obo/CHEBI_48819>		"PDBeChem:CYN"
<http://purl.obolibrary.org/obo/GO_0060627>	"Any process that modulates the rate, frequency, or extent of vesicle-mediated transport, the directed movement of substances, either within a vesicle or in the vesicle membrane, into, out of or within a cell."	
<http://purl.obolibrary.org/obo/GO_1901607>	"The chemical reactions and pathways resulting in the formation of an alpha-amino acid."	
<http://purl.obolibrary.org/obo/CHEBI_51374>	"A substance, such as agonists, antagonists, degradation or uptake inhibitors, depleters, precursors, and modulators of receptor function, used for its pharmacological actions on GABAergic systems."	
<http://purl.obolibrary.org/obo/PATO_0000161>	"A quality of a single process inhering in a bearer by virtue of the bearer's occurrence per unit time."	
<http://purl.obolibrary.org/obo/BFO_0000020>	"A continuant that inheres in or is borne by other entities. Every instance of A requires some specific instance of B which must always be the same."@en	
<http://purl.obolibrary.org/obo/GO_0055086>	"The cellular chemical reactions and pathways involving a nucleobase-containing small molecule: a nucleobase, a nucleoside, or a nucleotide."	"Reactome:R-HSA-15869 Reactome:R-HSA-2393930"
<http://purl.obolibrary.org/obo/GO_0018995>	"Any cellular component of a host cell. The host is an organism in which another organism, for instance a parasite or symbiont, spends part or all of its life cycle and from which it obtains nourishment and/or protection."	"Wikipedia:Host_(biology)"
<http://purl.obolibrary.org/obo/CHEBI_26959>	"An ester in which one or both oxygens of an ester group have been replaced by divalent sulfur."	
<http://purl.obolibrary.org/obo/CHEBI_9168>	"A macrolide lactam isolated from Streptomyces hygroscopicus consisting of a 29-membered ring containing 4 trans double bonds, three of which are conjugated. It is an antibiotic, immunosupressive and antineoplastic agent."	"HMDB:HMDB0015015 KNApSAcK:C00018055 KEGG:D00753 PDBeChem:RAP CAS:53123-88-9 PMID:22981852 PMID:19587680 DrugBank:DB00877 PMID:22960739 LIPID_MAPS_instance:LMPK06000003 Drug_Central:2446 Wikipedia:Rapamycin PMID:24341993 KEGG:C07909 Reaxys:5848501 PMID:22984623 PMID:24409289"
<http://purl.obolibrary.org/obo/CHEBI_61296>	"A purine riboncleotide where adenine is the purine."	
<http://purl.obolibrary.org/obo/CHEBI_3392>	"A member of the class of benzimidazoles that is 2-aminobenzimidazole in which the primary amino group is substituted by a methoxycarbonyl group. A fungicide, carbendazim controls  Ascomycetes, Fungi Imperfecti, and Basidiomycetes on a wide variety of crops, including bananas, cereals, cotton, fruits, grapes, mushrooms, ornamentals, peanuts, sugarbeet, soybeans, tobacco, and vegetables."	"Pesticides:carbendazim KEGG:C10897 PMID:22903170 PMID:20833408 Patent:US3010968 PMID:22077925 PMID:21315898 PPDB:116 Wikipedia:Carbendazim CAS:10605-21-7 HMDB:HMDB0031769 Reaxys:649044"
<http://purl.obolibrary.org/obo/CHEBI_35718>	"An  antimicrobial agent that destroys fungi by suppressing their ability to grow or reproduce."	
<http://purl.obolibrary.org/obo/CHEBI_59285>	"An EC 1.14.13.* (oxidoreductase acting on paired donors, incorporating 1 atom of oxygen, with NADH or NADPH as one donor) inhibitor that interferes with the action of squalene monooxygenase (EC 1.14.13.132)."	
<http://purl.obolibrary.org/obo/CHEBI_50492>	"Any compound containing the thiocarbonyl group, C=S."	
<http://purl.obolibrary.org/obo/CHEBI_35515>	"The 5alpha-stereoisomer of cholestane."	"CAS:481-21-0 Reaxys:2051806 HMDB:HMDB0041632"
<http://purl.obolibrary.org/obo/CHEBI_38582>	"Any member of the class of fluorobenzenes containing a mono- or poly-substituted benzene ring carrying two fluorine atoms."	
<http://purl.obolibrary.org/obo/GO_0008299>	"The chemical reactions and pathways resulting in the formation of an isoprenoid compound, isoprene (2-methylbuta-1,3-diene) or compounds containing or derived from linked isoprene (3-methyl-2-butenylene) residues."	"MetaCyc:POLYISOPRENSYN-PWY"
<http://purl.obolibrary.org/obo/CHEBI_25189>	"A glycol that is butane-2,3-diol in which a hydrogen from each of the methyl groups is replaced by a thiol group."	"CAS:7634-42-6 Beilstein:8141671"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"Material anatomical entity that is a single connected structure with inherent 3D shape generated by coordinated expression of the organism's own genome."	"CARO:0000003 MA:0003000 AEO:0000003 FMA:67135 http://dbpedia.org/ontology/AnatomicalStructure TAO:0000037 AAO:0010825 HAO:0000003 FMA:305751 ZFA:0000037 SCTID:362889002 EHDAA2:0003003 TGMA:0001823 XAO:0003000 BILA:0000003 VHOG:0001759 MESH:D000825 GAID:781 EMAPA:0"
<http://purl.obolibrary.org/obo/PHIPO_0000372>	"A pathogen growth with host phenotype in which the size of pathogen penetration stuctures near the host are decreased."	
<http://purl.obolibrary.org/obo/PHIPO_0000812>	"A growth phenotype which describes the sensitivity of individuals or populations after exposure to norfloxacin. Typically, organisms are deemed sensitive to a chemical if they stop growing (and may die) at a concentration of the chemical that allows wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/CHEBI_26469>	"A nitrogen molecular entity that is electronically neutral but which contains a quaternary nitrogen."	
<http://purl.obolibrary.org/obo/CHEBI_37734>		
<http://purl.obolibrary.org/obo/CHEBI_45285>	"A monocarboxylic acid amide resulting from the formal condensation of the carboxy group of pyrazinoic acid (pyrazine-2-carboxylic acid) with ammonia. A prodrug for pyrazinoic acid, pyrazinecarboxamide is used as part of multidrug regimens for the treatment of tuberculosis."	"PMID:18517115 Drug_Central:2328 PDBeChem:PZA Gmelin:279021 PMID:18604033 CAS:98-96-4 DrugBank:DB00339 KEGG:C01956 Wikipedia:Pyrazinamide KEGG:D00144 Reaxys:112306 LINCS:LSM-5425 Beilstein:112306 HMDB:HMDB0014483 PMID:14977529"
<http://purl.obolibrary.org/obo/CHEBI_27822>	"A member of the class of benzimidazoles that is benzimidazole in which the hydrogen at position 2 is replaced by an amino group."	"KEGG:C10901 PMID:24098350 PMID:22958065 CAS:934-32-7 PMID:22488868 Reaxys:116525 PDBeChem:AX7 PMID:22076761"
<http://purl.obolibrary.org/obo/PHIPO_0000630>	"A growth phenotype which describes the resistance of individuals or populations after exposure to oligomycin. Typically, organisms are deemed resistant to a chemical if they survive at a concentration of the chemical that does not allow wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/PHIPO_0001089>	"An individual organism growth phenotype in which the rate, or speed, of germ tube formation is decreased resulting in decreased hyphal growth."	
<http://purl.obolibrary.org/obo/PHIPO_0000947>	"A single species cell phenotype in which the amount of reactive oxygen species (ROS) measured in a cell is higher than normal."	
<http://purl.obolibrary.org/obo/CHEBI_3393>	"A penicillin antibiotic having a 6beta-2-carboxy-2-phenylacetamido side-chain."	"KEGG:C06869 PMID:12569987 DrugBank:DB00578 Patent:US3142673 Reaxys:1230663 Drug_Central:492 CAS:4697-36-3 Wikipedia:Carbenicillin HMDB:HMDB0014717 PMID:22648337 PMID:6176550 KEGG:D07614"
<http://purl.obolibrary.org/obo/PHIPO_0000202>	"A pathogen host interaction (molecular function??) phenotype in which the binding of one protein to a protein complex is abnormal. The protein whose binding to the protein complex is affected may be encoded by the mutated gene, or may be encoded by a different gene."	"FYPO:0003591"
<http://purl.obolibrary.org/obo/CHEBI_52646>	"A leptomycin having a (2E,10E,12E,16Z,18E)-double bond configuration as well as an ethyl substituent at position 17."	"PMID:11134317 PMID:16964287 PMID:12468543 PMID:10430904 PMID:6874586 PMID:9683540 PMID:10421839 Reaxys:8299374 CAS:87081-35-4 Beilstein:7958583"
<http://purl.obolibrary.org/obo/CHEBI_47724>	"A peptide antibiotic that is vancomycin lacking the disaccharide moiety."	"MetaCyc:CPD-15745 PMID:22177724 PMID:14649827 PMID:15785812 PMID:11470430 CAS:82198-76-3 Reaxys:6049255"
<http://purl.obolibrary.org/obo/PHIPO_0001340>	"A growth phenotype which describes the resistance of individuals or populations after exposure to nocodazole. Typically, organisms are deemed resistant to a chemical if they survive at a concentration of the chemical that does not allow wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/CHEBI_25000>	"Any cyclic carboxylic ester containing a 1-oxacycloalkan-2-one structure, or an analogue having unsaturation or heteroatoms replacing one or more carbon atoms of the ring."	
<http://purl.obolibrary.org/obo/PHIPO_0000267>	"A single organism cellular process phenotype in which vacuolar transport is abnormal."	"FYPO:0003578"
<http://purl.obolibrary.org/obo/GO_0170039>	"The chemical reactions and pathways involving any amino acid that is incorporated into protein naturally by ribosomal translation of mRNA, and that has a specific codon for translation from mRNA to protein."	
<http://purl.obolibrary.org/obo/CHEBI_32846>	"An alpha-amino-acid cation that is the conjugate acid of serine."	"Gmelin:1925675"
<http://purl.obolibrary.org/obo/PHIPO_0000495>	"A single organism phenotype that affects the chemical reactions and pathways resulting in the formation of secondary metabolites, the compounds that are not necessarily required for growth and maintenance of cells, and are often unique to a taxon."	"GO:0044550"
<http://purl.obolibrary.org/obo/CHEBI_18946>	"A lactone having a six-membered lactone ring."	
<http://purl.obolibrary.org/obo/PHIPO_0000504>	"A single species cell phenotype in which the amount of deoxynivalenol measured in a cell is normal (i.e. indistinguishable from wild type)."	
<http://purl.obolibrary.org/obo/CHEBI_26218>	"Any alkali metal salt having potassium(1+) as the cation."	
<http://purl.obolibrary.org/obo/CHEBI_46416>	"A cyclodepsipeptide that is N-(3-hydroxypicolinoyl)-L-threonyl-D-alpha-aminobutyryl-L-prolyl-N-methyl-L-phenylalanyl-4-oxo-L-pipecoloyl-L-2-phenylglycine in which the carboxy group of the 2-phenylglycine moiety has undergone formal intramolecular condensation with the hydroxy group of the N-(3-hydroxypicolinoyl)-L-threonyl to give the corresponding 19-membered ring lactone. It is one of the two major components of the antibacterial drug virginiamycin, produced by Streptomyces virginiae, S. loidensis, S. mitakaensis, S. pristina-spiralis, S. ostreogriseus, and others."	"PMID:3097264 PMID:1493906 CAS:23152-29-6 PMID:4142724 Wikipedia:Virginiamycin_S1 PDBeChem:VRS Reaxys:3647647 PMID:22934408 KEGG:C11269 DrugBank:DB04805"
<http://purl.obolibrary.org/obo/CHEBI_8653>	"An iminium betaine that is 5-methylphenazin-5-ium which is substituted at position 1 by an oxidanidyl group. An antibiotic pigment produced by Pseudomonas aeruginosa."	"CAS:85-66-5 Wikipedia:Pyocyanin PMID:27322205 PMID:27940577 PMID:28607159 PMID:27517959 PMID:27559393 PMID:33578646 PMID:21888766 PMID:32707314 PMID:33545813 PMID:31647218 PMID:32763156 PDBeChem:3J8 PMID:31981486 PMID:32417365 PMID:28333255 PMID:28408162 PMID:33398400 MetaCyc:CPD-12847 Reaxys:11862 PMID:28558232 Chemspider:6558 KEGG:C01748"
<http://purl.obolibrary.org/obo/PHIPO_0000538>	"A growth phenotype which describes the resistance of individuals or populations after exposure to isoniazid. Typically, organisms are deemed resistant to a chemical if they survive at a concentration of the chemical that does not allow wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/PHIPO_0000785>	"A growth phenotype which describes the sensitivity of individuals or populations after exposure to sulfanilamide. Typically, organisms are deemed sensitive to a chemical if they stop growing (and may die) at a concentration of the chemical that allows wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/PHIPO_0000402>	"A single species phenotype that is observed at the level of an individual organism."	
<http://purl.obolibrary.org/obo/CHEBI_74783>	"A compound that causes the contraction of body tissues, typically used to reduce bleeding from minor abrasions."	"Wikipedia:Astringent"
<http://purl.obolibrary.org/obo/PHIPO_0000233>	"A pathogen host interaction phenotype, in which the pathogen produced deoxynivalenol usually present during infection is present as normal (i.e. indistinguishable from wild type)."	
<http://purl.obolibrary.org/obo/PHIPO_0000745>	"A growth phenotype which describes the sensitivity of individuals or populations after exposure to neomycin. Typically, organisms are deemed sensitive to a chemical if they stop growing (and may die) at a concentration of the chemical that allows wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/CHEBI_83575>	"Any member of the class of fluorobenzenes containing a mono- or poly-substituted benzene ring carrying a single fluorine substitutent."	
<http://purl.obolibrary.org/obo/CHEBI_50012>	"An arenesulfonate arising from deprotonation of the sulfo groups of 4,4'-bis({4-anilino-6-[bis(2-hydroxyethyl)amino]-1,3,5-triazin-2-yl}amino)stilbene-2,2'-disulfonic acid."	
<http://purl.obolibrary.org/obo/PHIPO_0001394>	"A growth phenotype which describes the resistance of individuals or populations after exposure to trifloxystrobin. Typically, organisms are deemed resistant to a chemical if they survive at a concentration of the chemical that does not allow wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/CHEBI_34653>	"An indicator dye that is blue-violet at pH 3.0 and red at pH 5.0."	"KEGG:C14078 CAS:573-58-0 Gmelin:135213 Beilstein:3894858 Beilstein:741468"
<http://purl.obolibrary.org/obo/PHIPO_0000973>	"A single organism phenotype that affects a double-membrane-bounded compartment that engulfs endogenous cellular material as well as invading microorganisms to target them to the lytic vacuole/lysosome for degradation as part of macroautophagy (GO:0005776)."	
<http://purl.obolibrary.org/obo/CHEBI_50315>		"Gmelin:331"
<http://purl.obolibrary.org/obo/PHIPO_0000308>	"The host defenses activated by the pathogen are unaltered compared to the wild type interaction"	
<http://purl.obolibrary.org/obo/PHIPO_0001249>	"A single species metabolic cellular process phenotype, in which a pathogen effector prevents the hydrolysis of chitin by chitinases."	
<http://purl.obolibrary.org/obo/CHEBI_146260>	"A secondary ammonium ion derived from spectinomycin by protonation of the secondary amino group located between the two alcoholic hydroxy groups."	
<http://purl.obolibrary.org/obo/CHEBI_5280>	"A monocarboxylic acid that is 4-oxo-1,4-dihydroquinoline-3-carboxylic acid which is substituted on the nitrogen by a cyclopropyl group and at positions 6, 7, and 8 by fluoro, 3-methylpiperazin-1-yl, and methoxy groups, respectively. Gatifloxacin is an antibiotic of the fourth-generation fluoroquinolone family, that like other members of that family, inhibits the bacterial topoisomerase type-II enzymes."	"PMID:26963935 DrugBank:DB01044 PMID:17220425 PMID:12873512 PMID:17325221 PMID:17261623 PMID:12904069 PMID:17387152 LINCS:LSM-5139 PMID:17960928 PMID:17116666 PMID:17043111 PMID:17276057 CAS:112811-59-3 PMID:16759086 PMID:17043131 PMID:16337791 Reaxys:7445861 PMID:7473575 PMID:17296740 Patent:US4980470 PMID:17157008 PMID:15745831 PMID:17933535 KEGG:D08011 PMID:18078756 PMID:15911273 Patent:EP230295 Wikipedia:Gatifloxacin PMID:12190308 PMID:16554151 Gmelin:2281206 PMID:10737746 Drug_Central:1280 PMID:12620077 PMID:17804222 PMID:15125930 PMID:17116668 PMID:16078842 PMID:18304818 KEGG:C07661 PMID:17064062"
<http://purl.obolibrary.org/obo/GO_0006417>	"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of proteins by the translation of mRNA or circRNA."	
<http://purl.obolibrary.org/obo/PHIPO_0000054>	"A reproductive phenotype in which the occurrence of asexual spore formation happens sooner than normal."	
<http://purl.obolibrary.org/obo/CHEBI_100241>	"A  quinolone that is quinolin-4(1H)-one bearing cyclopropyl, carboxylic acid, fluoro and piperazin-1-yl substituents at positions 1, 3, 6 and 7, respectively."	"VSDB:1763 CAS:85721-33-1 PMID:10397494 PDBeChem:CPF PMID:10737746 DrugBank:DB00537 LINCS:LSM-5226 Drug_Central:659 HMDB:HMDB0014677 KEGG:C05349 Wikipedia:Ciprofloxacin Reaxys:3568352 Patent:DE3142854 KEGG:D00186 Patent:US4670444"
<http://purl.obolibrary.org/obo/PHIPO_0001301>	"A growth phenotype which describes the resistance of individuals or populations after exposure to pyrrolnitrin. Typically, organisms are deemed resistant to a chemical if they survive at a concentration of the chemical that does not allow wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/CHEBI_87114>	"Any antibiotic antifungal agent that has been used as a fungicide."	
<http://purl.obolibrary.org/obo/PHIPO_0000443>	"A pathogen reproductive phenotype within host where the pathogen sexual reproduction process, in which new individuals are produced by combining the genetic material of two gametes, which may come from two organisms or from a single organism is normal (indistinguishable from wild type) (GO:0019953)."	
<http://purl.obolibrary.org/obo/CHEBI_24913>	"Any lipid formally derived from isoprene (2-methylbuta-1,3-diene), the skeleton of which can generally be discerned in repeated occurrence in the molecule. The skeleton of isoprenoids may differ from strict additivity of isoprene units by loss or shift of a fragment, commonly a methyl group. The class includes both hydrocarbons and oxygenated derivatives."	"PMID:12769708 LIPID_MAPS_class:LMPR01 PMID:19219049"
<http://purl.obolibrary.org/obo/PHIPO_0000124>		
<http://purl.obolibrary.org/obo/CHEBI_77932>	"A zwitterion obtained by transfer of a proton from the 2-hydroxy group to the 1-amino group of tetracycline. It is the major microspecies at pH 7.3 (according to Marvin v 6.2.0.)."	
<http://purl.obolibrary.org/obo/PHIPO_0001094>	"A single species phenotype where the localization of a structure or substance in a cell is abnormal."	
<http://purl.obolibrary.org/obo/PHIPO_0000635>	"A growth phenotype which describes the resistance of individuals or populations after exposure to closantel. Typically, organisms are deemed resistant to a chemical if they survive at a concentration of the chemical that does not allow wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/CHEBI_23367>	"Any constitutionally or isotopically distinct atom, molecule, ion, ion pair, radical, radical ion, complex, conformer etc., identifiable as a separately distinguishable entity."	
<http://purl.obolibrary.org/obo/PHIPO_0000688>	"A growth phenotype which describes the resistance of individuals or populations after exposure to amphotericin B. Typically, organisms are deemed resistant to a chemical if they survive at a concentration of the chemical that does not allow wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/CHEBI_7566>		"CAS:23256-30-6 Drug_Central:1929 KEGG:D00833 KEGG:C08002"
<http://purl.obolibrary.org/obo/CHEBI_10545>	"Elementary particle not affected by the strong force having a spin 1/2, a negative elementary charge and a rest mass of 0.000548579903(13) u, or 0.51099906(15) MeV."	"Wikipedia:Electron KEGG:C05359 PMID:21614077"
<http://purl.obolibrary.org/obo/GO_1903353>	"Any process that modulates the frequency, rate or extent of nucleus organization."	
<http://purl.obolibrary.org/obo/GO_0022607>	"The aggregation, arrangement and bonding together of a cellular component."	
<http://purl.obolibrary.org/obo/PHIPO_0001008>	"A phenotype in which a specific transport process is abnormal in the vegetative growth phase of the life cycle."	"FYPO:0005973"
<http://purl.obolibrary.org/obo/PHIPO_0001230>	"A pathogen host interaction phenotype, in which the host phenolic compounds usually present during infection are normal (i.e. indistinguishable from wild type)."	
<http://purl.obolibrary.org/obo/CHEBI_192486>	"A secondary ammonium ion that is the conjugate acid of ciprofloxacin resulting from the protonation of the NH group; major species at acidic pH."	"PMID:35371545"
<http://purl.obolibrary.org/obo/BFO_0000023>	"A realizable entity  the manifestation of which brings about some result or end that is not essential to a continuant  in virtue of the kind of thing that it is but that can be served or participated in by that kind of continuant  in some kinds of natural, social or institutional contexts."@en	
<http://purl.obolibrary.org/obo/GO_1903338>	"Any process that modulates the frequency, rate or extent of cell wall organization or biogenesis."	
<http://purl.obolibrary.org/obo/CHEBI_39201>	"Any  organonitrogen heterocyclic compound based on a phenazine skeleton and derivatives."	
<http://purl.obolibrary.org/obo/CHEBI_47891>	"Any steroid substituted by at least one carboxy group."	
<http://purl.obolibrary.org/obo/PHIPO_0000352>	"A pathogen growth with host phenotype in which the formation of the pathogen penetration structure is normal (i.e indistinguishable from wild type)."	
<http://purl.obolibrary.org/obo/PHIPO_0000397>	"A growth phenotype which describes the sensitivity of individuals or populations after exposure to iprodione. Typically, organisms are deemed sensitive to a chemical if they stop growing (and may die) at a concentration of the chemical that allows wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/PHIPO_0000097>	"A reproductive process phenotype in which the first meiotic nuclear division is abnormal (GO:0007127)."	"FYPO:0003603"
<http://purl.obolibrary.org/obo/BFO_0000019>		
<http://purl.obolibrary.org/obo/CHEBI_81917>	"A racemate comprising equimolar amounts of (R)- and (S)-fenpropidin. A systemic fungicide, it is used for the control of foliar diseases in cereals and sugar beet."	"Pesticides:fenpropidin AGR:IND91056129 KEGG:C18726 PPDB:307 Reaxys:1245248 PMID:22078112 CAS:67306-00-7 PMID:2591378"
<http://purl.obolibrary.org/obo/PATO_0001905>	"The bearer of this quality has_part = n, where n is the normal amount for a comparable organism. Note that the bearer of the quality is the whole, not the part."	
<http://purl.obolibrary.org/obo/GO_0019755>	"The directed movement of one-carbon compounds into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."	
<http://purl.obolibrary.org/obo/CHEBI_24651>	"Hydroxides are chemical compounds containing a hydroxy group or salts containing hydroxide (OH(-))."	
<http://purl.obolibrary.org/obo/CHEBI_35605>		
<http://purl.obolibrary.org/obo/CHEBI_28976>		"PDBeChem:CO3 Gmelin:25554 CAS:463-79-6 KEGG:C01353"
<http://purl.obolibrary.org/obo/CHEBI_83689>	"A (2-chlorophenyl)(4-chlorophenyl)pyrimidin-5-ylmethanol that has S configuration."	"PMID:22955670"
<http://purl.obolibrary.org/obo/PHIPO_0001035>	"A single species cell phenotype in which the amount of a specific substance measured in a cell is lower than normal."	"FYPO:0000991"
<http://purl.obolibrary.org/obo/CHEBI_39447>	"Any compound having a pyrimidine as part of its structure."	
<http://purl.obolibrary.org/obo/PATO_0000587>	"A size quality which is relatively low."	
<http://purl.obolibrary.org/obo/PHIPO_0000976>	"A single organism metabolic process phenotype in which the occurrence of lipid droplet degradation (lipolysis) is decreased (GO:0016042 and GO:0005811)."	
<http://purl.obolibrary.org/obo/PHIPO_0001396>	"A growth phenotype which describes the absence of change of individuals or populations after exposure to trifloxystrobin (i.e. indistinguishable from wild type)."	
<http://purl.obolibrary.org/obo/PHIPO_0000937>	"An single species phenotype in which an asexual spore lyses, i.e. the plasma membrane ruptures and cytoplasm is lost."	"FYPO:0002489"
<http://purl.obolibrary.org/obo/CHEBI_73678>	"An organic cation obtained by protonation of the five amino groups of tobramycin."	"PMID:22383337"
<http://purl.obolibrary.org/obo/PHIPO_0000670>	"A growth phenotype which describes the resistance of individuals or populations after exposure to levofloxacin. Typically, organisms are deemed resistant to a chemical if they survive at a concentration of the chemical that does not allow wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/CHEBI_28963>	"Any sugar having one or more alcoholic hydroxy groups replaced by substituted or unsubstituted amino groups."	"KEGG:C05383 PMID:18424273 PMID:9056391"
<http://purl.obolibrary.org/obo/CHEBI_38499>		
<http://purl.obolibrary.org/obo/PHIPO_0000309>	"The host defenses suppressed by the pathogen are unaltered compared to the wild type interaction"	
<http://purl.obolibrary.org/obo/CHEBI_65256>	"A food preservative which prevents decomposition of food by preventing the growth of fungi or bacteria. In European countries, E-numbers for permitted food preservatives are from E200 to E299, divided into sorbates (E200-209), benzoates (E210-219), sulfites (E220-229), phenols and formates (E230-239), nitrates (E240-259), acetates (E260-269), lactates (E270-279), propionates (E280-289) and others (E290-299)."	
<http://purl.obolibrary.org/obo/PHIPO_0000800>	"A growth phenotype which describes the sensitivity of individuals or populations after exposure to farnesol. Typically, organisms are deemed sensitive to a chemical if they stop growing (and may die) at a concentration of the chemical that allows wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/PHIPO_0000590>	"A growth phenotype which describes the resistance of individuals or populations after exposure to voriconazole. Typically, organisms are deemed resistant to a chemical if they survive at a concentration of the chemical that does not allow wild type individuals or populations to grow."	
