?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/PHIPO_0000985>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"decreased size of pathogen-associated host lesion"	
<http://purl.obolibrary.org/obo/PHIPO_0000985>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"decreased number of pathogen-associated host lesions"	
<http://purl.obolibrary.org/obo/PHIPO_0000361>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"delayed pathogen invasion of host"	
<http://purl.obolibrary.org/obo/PHIPO_0000359>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"decreased pathogen invasion of host"	
<http://purl.obolibrary.org/obo/PHIPO_0001075>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"auxotrophy phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0001053>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"hyper-rugose colony morphology"	
<http://purl.obolibrary.org/obo/PHIPO_0000480>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"presence of host necrotic cell death by pathogen"	
<http://purl.obolibrary.org/obo/PHIPO_0001212>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"decreased filamentous growth"	
<http://purl.obolibrary.org/obo/PHIPO_0001212>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"decreased size of colony"	
<http://purl.obolibrary.org/obo/PHIPO_0001212>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"decreased size of filamentous colony"	
<http://purl.obolibrary.org/obo/PHIPO_0000597>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"resistance to polymyxin B"	
<http://purl.obolibrary.org/obo/PHIPO_0001101>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"pycnidia absent within host"	
<http://purl.obolibrary.org/obo/PHIPO_0000019>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"lethal"	
<http://purl.obolibrary.org/obo/PHIPO_0000019>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"essential"	
<http://purl.obolibrary.org/obo/PHIPO_0001114>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"reduced number of pycnidia within host"	
<http://purl.obolibrary.org/obo/PHIPO_0000788>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"sensitive to phosphomycin"	
<http://purl.obolibrary.org/obo/PHIPO_0000606>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"resistance to rifampin"	
<http://purl.obolibrary.org/obo/PHIPO_0001204>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"decreased extent of effector-mediated host hypersensitive response during biotrophy"	
<http://purl.obolibrary.org/obo/PHIPO_0001122>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"decreased perithecium formation"	
<http://purl.obolibrary.org/obo/PHIPO_0000836>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"sensitive to rifampin"	
<http://purl.obolibrary.org/obo/PHIPO_0000196>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"normal aerial height of filamentous colony"	
<http://purl.obolibrary.org/obo/PHIPO_0000047>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"abnormal parthenogenesis"	
<http://purl.obolibrary.org/obo/PHIPO_0000182>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"abolished host lesion"	
<http://purl.obolibrary.org/obo/PHIPO_0000182>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"abolished host necrotic cell death"	
<http://purl.obolibrary.org/obo/PHIPO_0000182>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"absence of host lesion"	
<http://purl.obolibrary.org/obo/PHIPO_0000182>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"absence of effector-mediated host hypersensitive response during biotrophy"	
<http://purl.obolibrary.org/obo/PHIPO_0000182>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"abolished effector-mediated host hypersensitive response during biotrophy"	
<http://purl.obolibrary.org/obo/PHIPO_0000182>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"absence of host necrotic cell death"	
<http://purl.obolibrary.org/obo/PHIPO_0000365>	<http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym>	"decreased number of invasive hyphae in host"	
<http://purl.obolibrary.org/obo/PHIPO_0000365>	<http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym>	"decreased branching of invasive hyphae in host"	
<http://purl.obolibrary.org/obo/PHIPO_0001064>	<http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym>	"normal mRNA level"	
<http://purl.obolibrary.org/obo/PHIPO_0001237>	<http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym>	"abolished suppression of host PAMP-triggered immunity"	
<http://purl.obolibrary.org/obo/PHIPO_0001237>	<http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym>	"abolished pathogen suppression of host PTI"	
<http://purl.obolibrary.org/obo/PHIPO_0001237>	<http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym>	"abolished suppression of host MAMP-triggered immunity"	
<http://purl.obolibrary.org/obo/PHIPO_0001237>	<http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym>	"abolished suppression of host PTI"	
<http://purl.obolibrary.org/obo/PHIPO_0001237>	<http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym>	"abolished pathogen suppression of host PAMP-triggered immunity"	
<http://purl.obolibrary.org/obo/PHIPO_0001131>	<http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym>	"increased number of host tillers during pathogen colonization"	
<http://purl.obolibrary.org/obo/PHIPO_0001095>	<http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym>	"abnormal chitin deposition"	
<http://purl.obolibrary.org/obo/PHIPO_0001185>	<http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym>	"gain of host resistance"	
<http://purl.obolibrary.org/obo/PHIPO_0001051>	<http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym>	"abnormal colony morphology"	
<http://purl.obolibrary.org/obo/PHIPO_0001259>	<http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym>	"cytotoxicity phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0001057>	<http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym>	"normal colony morphology"	
<http://purl.obolibrary.org/obo/PHIPO_0001049>	<http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym>	"colony morphology phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0001210>	<http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym>	"normal hyphal colony morphology"	
<http://purl.obolibrary.org/obo/PHIPO_0001210>	<http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym>	"normal colony morphology"	
<http://purl.obolibrary.org/obo/PHIPO_0001141>	<http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym>	"activation of host ETI"	
<http://purl.obolibrary.org/obo/PHIPO_0001141>	<http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym>	"activation of host ETI inducing PCD"	
<http://purl.obolibrary.org/obo/PHIPO_0001215>	<http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym>	"abnormal colony morphology"	
<http://purl.obolibrary.org/obo/PHIPO_0001215>	<http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym>	"abnormal hyphal colony morphology"	
<http://purl.obolibrary.org/obo/PHIPO_0001184>	<http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym>	"loss of host resistance"	
<http://purl.obolibrary.org/obo/PHIPO_0000008>	<http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym>	"pathogenic ability present"	
<http://purl.obolibrary.org/obo/PHIPO_0000007>	<http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym>	"pathogenic ability absent"	
<http://purl.obolibrary.org/obo/PHIPO_0001140>	<http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym>	"activation of host PRR signalling pathway"	
<http://purl.obolibrary.org/obo/PHIPO_0001187>	<http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym>	"host resistance absent"	
<http://purl.obolibrary.org/obo/PHIPO_0001186>	<http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym>	"host resistance present"	
<http://purl.obolibrary.org/obo/PHIPO_0000233>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen vomitoxin within host present"	
<http://purl.obolibrary.org/obo/PHIPO_0000233>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen DON within host present"	
<http://purl.obolibrary.org/obo/PHIPO_0000450>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"normal protease activity"	
<http://purl.obolibrary.org/obo/PHIPO_0000939>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"asexual spore cytolysis absent"	
<http://purl.obolibrary.org/obo/PHIPO_0000939>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"conidia lysis absent"	
<http://purl.obolibrary.org/obo/PHIPO_0001015>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased level of host callose deposition induced by pathogen"	
<http://purl.obolibrary.org/obo/PHIPO_0001246>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"host PTI activated by pathogen present"	
<http://purl.obolibrary.org/obo/PHIPO_0001246>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"host MAMP-triggered immunity activated by pathogen present"	
<http://purl.obolibrary.org/obo/PHIPO_0000076>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"altered in pigment accumulation in conidia"	
<http://purl.obolibrary.org/obo/PHIPO_0001150>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abnormal spatial extent of ROS production"	
<http://purl.obolibrary.org/obo/PHIPO_0000955>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abolished formation of pathogen infection structure when near host"	
<http://purl.obolibrary.org/obo/PHIPO_0000353>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"normal pathogen entry into host"	
<http://purl.obolibrary.org/obo/PHIPO_0001149>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"reduced reactive oxygen species production"	
<http://purl.obolibrary.org/obo/PHIPO_0001149>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased ROS production"	
<http://purl.obolibrary.org/obo/PHIPO_0001149>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased reactive oxygen species production"	
<http://purl.obolibrary.org/obo/PHIPO_0001149>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"reduced ROS production"	
<http://purl.obolibrary.org/obo/PHIPO_0001254>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased inflammation"	
<http://purl.obolibrary.org/obo/PHIPO_0001193>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"increased pathogen host interaction oxidative burst"	
<http://purl.obolibrary.org/obo/PHIPO_0001193>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"increased level of pathogen induced host reactive oxygen species"	
<http://purl.obolibrary.org/obo/PHIPO_0001193>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"increased pathogen host interaction respiratory burst"	
<http://purl.obolibrary.org/obo/PHIPO_0001193>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"increased level of pathogen-induced host reactive oxygen species"	
<http://purl.obolibrary.org/obo/PHIPO_0001074>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"hypersensitive to iron ion starvation"	
<http://purl.obolibrary.org/obo/PHIPO_0001074>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"sensitive to iron ion depletion"	
<http://purl.obolibrary.org/obo/PHIPO_0001074>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"sensitive to iron starvation"	
<http://purl.obolibrary.org/obo/PHIPO_0001074>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"sensitive to iron ion deprivation"	
<http://purl.obolibrary.org/obo/PHIPO_0000374>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"increased size of pathogen infection structure when near host"	
<http://purl.obolibrary.org/obo/PHIPO_0000097>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abnormal first meiotic nuclear division"	
<http://purl.obolibrary.org/obo/PHIPO_0001060>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abnormal RNA level"	
<http://purl.obolibrary.org/obo/PHIPO_0001060>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"altered transcript level"	
<http://purl.obolibrary.org/obo/PHIPO_0001060>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"altered cellular RNA level"	
<http://purl.obolibrary.org/obo/PHIPO_0000360>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"increased pathogen entry into host"	
<http://purl.obolibrary.org/obo/PHIPO_0000373>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"increased number of pathogen infection structure when near host"	
<http://purl.obolibrary.org/obo/PHIPO_0000026>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"no penetration defect"	
<http://purl.obolibrary.org/obo/PHIPO_0001081>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"absence of melanin accumulation in pathogen conidia with host"	
<http://purl.obolibrary.org/obo/PHIPO_0000012>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"unaffected disease severity"	
<http://purl.obolibrary.org/obo/PHIPO_0000012>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"normal virulence"	
<http://purl.obolibrary.org/obo/PHIPO_0000004>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"unaltered pathogenicity"	
<http://purl.obolibrary.org/obo/PHIPO_0000004>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"normal pathogenicity"	
<http://purl.obolibrary.org/obo/PHIPO_0000004>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"unchanged pathogenicity"	
<http://purl.obolibrary.org/obo/PHIPO_0000004>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"unaffected disease causing ability"	
<http://purl.obolibrary.org/obo/PHIPO_0001113>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen induced pH decrease in host phagolysome"	
<http://purl.obolibrary.org/obo/PHIPO_0001113>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen induced acidification in host phagolysome"	
<http://purl.obolibrary.org/obo/PHIPO_0000947>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"increased cellular ROS level"	
<http://purl.obolibrary.org/obo/PHIPO_0000219>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased level of pathogen vomitoxin within host"	
<http://purl.obolibrary.org/obo/PHIPO_0000219>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased level of pathogen DON within host"	
<http://purl.obolibrary.org/obo/PHIPO_0001023>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased cellular cAMP accumulation"	
<http://purl.obolibrary.org/obo/PHIPO_0001023>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"reduced cellular cAMP level"	
<http://purl.obolibrary.org/obo/PHIPO_0000274>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"increased conidia germination frequency"	
<http://purl.obolibrary.org/obo/PHIPO_0000032>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abnormal formation of pathogen infection structure"	
<http://purl.obolibrary.org/obo/PHIPO_0000032>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abnormal pathogen pre penetration"	
<http://purl.obolibrary.org/obo/PHIPO_0000925>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abnormal cell wall integrity"	
<http://purl.obolibrary.org/obo/PHIPO_0000946>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased cellular ROS level"	
<http://purl.obolibrary.org/obo/PHIPO_0000946>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"reduced cellular ROS level"	
<http://purl.obolibrary.org/obo/PHIPO_0001091>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"chitinase activity absent"	
<http://purl.obolibrary.org/obo/PHIPO_0001253>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"inflammation present"	
<http://purl.obolibrary.org/obo/PHIPO_0001022>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"altered cellular cyclic AMP level"	
<http://purl.obolibrary.org/obo/PHIPO_0001022>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abnormal cellular cAMP level"	
<http://purl.obolibrary.org/obo/PHIPO_0001014>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"increased level of host callose deposition induced by pathogen"	
<http://purl.obolibrary.org/obo/PHIPO_0000976>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased lipolysis"	
<http://purl.obolibrary.org/obo/PHIPO_0001231>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"host RNA involved in a pathogen interaction present"	
<http://purl.obolibrary.org/obo/PHIPO_0000075>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abnormal conidia shape"	
<http://purl.obolibrary.org/obo/PHIPO_0001000>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abnormal pathogen swollen terminal hyphae during colonization of host"	
<http://purl.obolibrary.org/obo/PHIPO_0001156>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"increased level of pathogen ROS production with host"	
<http://purl.obolibrary.org/obo/PHIPO_0000061>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"conidia absent"	
<http://purl.obolibrary.org/obo/PHIPO_0000954>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen growth present within host"	
<http://purl.obolibrary.org/obo/PHIPO_0000954>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"normal post penetration of host by pathogen"	
<http://purl.obolibrary.org/obo/PHIPO_0000352>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"normal pre penetration of host by pathogen"	
<http://purl.obolibrary.org/obo/PHIPO_0000352>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"normal formation of pathogen infection structure prior to entry into host"	
<http://purl.obolibrary.org/obo/PHIPO_0000110>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abolished formation of pathogen infection structure"	
<http://purl.obolibrary.org/obo/PHIPO_0001148>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"normal ROS production"	
<http://purl.obolibrary.org/obo/PHIPO_0001148>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"normal reactive oxygen species production"	
<http://purl.obolibrary.org/obo/PHIPO_0001148>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"unaltered ROS production"	
<http://purl.obolibrary.org/obo/PHIPO_0000447>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"increased number of pathogen uredinia within host"	
<http://purl.obolibrary.org/obo/PHIPO_0000447>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"increased number of pathogen conidia within host"	
<http://purl.obolibrary.org/obo/PHIPO_0000953>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen infection structure present when near host"	
<http://purl.obolibrary.org/obo/PHIPO_0001147>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"cellular metabolism phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0000232>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"increased level of pathogen vomitoxin within host"	
<http://purl.obolibrary.org/obo/PHIPO_0000232>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"increased level of pathogen DON within host"	
<http://purl.obolibrary.org/obo/PHIPO_0000108>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"delayed timing of infection structure formation"	
<http://purl.obolibrary.org/obo/PHIPO_0000468>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen uredinia absent within host"	
<http://purl.obolibrary.org/obo/PHIPO_0000468>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen conidia absent within host"	
<http://purl.obolibrary.org/obo/PHIPO_0000407>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"cellular component organisation phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0000982>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"normal meiotic nuclear division"	
<http://purl.obolibrary.org/obo/PHIPO_0000372>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased size of pathogen infection structure when near host"	
<http://purl.obolibrary.org/obo/PHIPO_0001057>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"normal shape of colony"	
<http://purl.obolibrary.org/obo/PHIPO_0001192>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased pathogen host interaction respiratory burst"	
<http://purl.obolibrary.org/obo/PHIPO_0001192>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased level of pathogen-induced host ROS"	
<http://purl.obolibrary.org/obo/PHIPO_0001192>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased pathogen host interaction oxidative burst"	
<http://purl.obolibrary.org/obo/PHIPO_0001192>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased level of pathogen-induced host reactive oxygen species"	
<http://purl.obolibrary.org/obo/PHIPO_0001192>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased level of pathogen induced host ROS"	
<http://purl.obolibrary.org/obo/PHIPO_0001192>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased level of pathogen induced host reactive oxygen species"	
<http://purl.obolibrary.org/obo/PHIPO_0001266>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"increased host haemorrhage with pathogen"	
<http://purl.obolibrary.org/obo/PHIPO_0001266>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"increased host bleeding with pathogen"	
<http://purl.obolibrary.org/obo/PHIPO_0000011>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"disease severity"	
<http://purl.obolibrary.org/obo/PHIPO_0000096>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abnormal second meiotic nuclear division"	
<http://purl.obolibrary.org/obo/PHIPO_0000128>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"normal conidia morphology"	
<http://purl.obolibrary.org/obo/PHIPO_0000301>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"normal dissemination of conidia"	
<http://purl.obolibrary.org/obo/PHIPO_0000010>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"loss of disease causing ability"	
<http://purl.obolibrary.org/obo/PHIPO_0000010>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abolished pathogenicity"	
<http://purl.obolibrary.org/obo/PHIPO_0001210>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"normal filament growth"	
<http://purl.obolibrary.org/obo/PHIPO_0001210>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"normal filamentous formation"	
<http://purl.obolibrary.org/obo/PHIPO_0001210>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"normal hyphae formation"	
<http://purl.obolibrary.org/obo/PHIPO_0001210>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"normal filament formation"	
<http://purl.obolibrary.org/obo/PHIPO_0000009>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"gain of disease causing ability"	
<http://purl.obolibrary.org/obo/PHIPO_0001064>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"normal cellular RNA level"	
<http://purl.obolibrary.org/obo/PHIPO_0001064>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"normal transcript level"	
<http://purl.obolibrary.org/obo/PHIPO_0000924>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen-induced host oxidative burst level phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0000924>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen host interaction respiratory burst phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0000924>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen induced host oxidative burst level phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0000300>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abnormal dissemination of conidia"	
<http://purl.obolibrary.org/obo/PHIPO_0000295>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"wavy hyphae"	
<http://purl.obolibrary.org/obo/PHIPO_0000945>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abnormal cellular ROS level"	
<http://purl.obolibrary.org/obo/PHIPO_0000945>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abnormal cellular reactive oxygen species level"	
<http://purl.obolibrary.org/obo/PHIPO_0000945>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"altered cellular ROS level"	
<http://purl.obolibrary.org/obo/PHIPO_0001139>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased number of septum in conidia"	
<http://purl.obolibrary.org/obo/PHIPO_0001139>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"decreased number of conidial septum"	
<http://purl.obolibrary.org/obo/PHIPO_0000931>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"cell wall integrity phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0000082>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abnormal number of conidia"	
<http://purl.obolibrary.org/obo/PHIPO_0001237>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"suppression of host MAMP-triggered immunity absent"	
<http://purl.obolibrary.org/obo/PHIPO_0001237>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abolished suppression of host MAMP-triggered immunity"	
<http://purl.obolibrary.org/obo/PHIPO_0001237>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abolished pathogen suppression of host PTI"	
<http://purl.obolibrary.org/obo/PHIPO_0001237>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"effector-mediated suppression of host PTI absent"	
<http://purl.obolibrary.org/obo/PHIPO_0001237>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abolished suppression of host PAMP-triggered immunity"	
<http://purl.obolibrary.org/obo/PHIPO_0001237>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"abolished suppression of host PTI"	
<http://purl.obolibrary.org/obo/PHIPO_0001230>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pathogen-induced host phenolic compound present"	
<http://purl.obolibrary.org/obo/PHIPO_0001117>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"host immune signalling pathway activated by pathogen"	
<http://purl.obolibrary.org/obo/PHIPO_0000067>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"conidia decreased in size"	
